Mannequin,"Comedy, Fantasy, Romance","A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life."
Wo hu cang long,"Action, Adventure, Drama",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Hotel Transylvania,"Animation, Adventure, Comedy","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
The Secret Life of Walter Mitty,"Adventure, Comedy, Drama","When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he ever imagined."
Jungle Cruise,"Action, Adventure, Comedy",Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.
Last Action Hero,"Action, Adventure, Comedy","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character."
Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Family, Fantasy",A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.
Underworld,"Action, Fantasy, Thriller","Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons."
The Legend of Tarzan,"Action, Adventure, Drama","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment."
It's a Wonderful Life,"Drama, Family, Fantasy",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
Mononoke-hime,"Animation, Action, Adventure","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime."
13 Going on 30,"Comedy, Fantasy, Romance","Jenna Rink makes an unusual wish on her birthday. Miraculously, her wish comes true and the 13-year-old Jenna wakes up the next day as a 30-year-old woman."
Shrek 2,"Animation, Adventure, Comedy","Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be."
Raya and the Last Dragon,"Animation, Action, Adventure","In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon."
Bruce Almighty,"Comedy, Fantasy",A whiny news reporter is given the chance to step into God's shoes.
Mary Poppins,"Comedy, Family, Fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
Fallen,"Action, Crime, Drama","Homicide detective John Hobbes witnesses the execution of serial killer Edgar Reese. Soon after the execution, the killings start again, and they are very similar to Reese's style."
Black Mirror: Bandersnatch,"Drama, Fantasy, Mystery",A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.
Peter Pan,"Adventure, Family, Fantasy","The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place."
The Twilight Saga: Eclipse,"Action, Adventure, Drama","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob."
A Cure for Wellness,"Drama, Fantasy, Horror","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem."
Sonic the Hedgehog 3,"Animation, Action, Adventure",Plot under wraps
Fantastic Beasts: The Crimes of Grindelwald,"Adventure, Family, Fantasy","The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander."
The Hobbit: The Desolation of Smaug,Fantasy,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
"Lyle, Lyle, Crocodile","Animation, Adventure, Comedy",Feature film based on the children's book about a crocodile that lives in New York City.
Anastasia,"Animation, Adventure, Drama","The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
The Hot Chick,"Comedy, Fantasy","An attractive and popular teenager, who is mean-spirited toward others, finds herself in the body of an older man, and must find a way to get back to her original body."
Ghost,"Drama, Fantasy, Romance","After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
Rookie of the Year,"Comedy, Family, Fantasy","When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs."
Death Becomes Her,"Comedy, Fantasy, Horror","When a fading actress learns of an immortality treatment, she sees it as a way to outdo her long-time rival."
King Arthur: Legend of the Sword,"Action, Adventure, Drama","Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not."
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy","Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world."
The Lego Batman Movie,"Animation, Action, Adventure","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick."
Tomb Raider,"Action, Adventure, Fantasy","Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared."
Warcraft,"Action, Adventure, Fantasy","As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war."
The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy",Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
Wreck-It Ralph,"Animation, Adventure, Comedy","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Avatar 3,"Action, Adventure, Fantasy",Sequel ofAvatar: The Way of Water(2022). The plot is unknown.
The Portable Door,Fantasy,"Paul Carpenter is an intern at a mysterious London firm with unconventional employers, including a CEO who wants to disrupt the ancient magical world with modern corporate practices."
Nanny McPhee,"Comedy, Family, Fantasy",A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.
The Addams Family,"Comedy, Fantasy",Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.
Tomorrowland,"Action, Adventure, Family","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
The New Boy,"Drama, Fantasy, History",Depicts the mesmeric story of a 9-year-old Aboriginal orphan boy who arrives in the dead of night at a remote monastery run by a renegade nun.
Midnight in Paris,"Comedy, Fantasy, Romance","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
The Princess and the Frog,"Animation, Adventure, Comedy","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
Teen Wolf: The Movie,"Action, Drama, Fantasy","A terrifying evil has emerged. The wolves howl once again, but only a Werewolf like Scott McCall, can gather both new allies and reunite trusted friends to fight back against what could be the most powerful and deadliest enemy."
Hercules,"Action, Adventure, Fantasy","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord."
Atlantis: The Lost Empire,"Animation, Action, Adventure",A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.
Dark City,"Fantasy, Mystery, Sci-Fi","A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
Gremlins,"Comedy, Fantasy, Horror",A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.
The Jungle Book,"Adventure, Drama, Family","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo."
The Craft,"Drama, Fantasy, Horror","A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them."
Clash of the Titans,"Action, Adventure, Family",Perseus must battle Medusa and the Kraken to save the Princess Andromeda.
Legion,"Action, Fantasy, Horror","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope."
The Angry Black Girl and Her Monster,"Drama, Fantasy, Horror","Vicaria is a brilliant teenager who believes death is a disease that can be cured. After the brutal murder of her brother, she embarks on a dangerous journey to bring him back to life."
Beauty and the Beast,"Animation, Family, Fantasy",A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.
Monsters University,"Animation, Adventure, Comedy","A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
Trolls,"Animation, Adventure, Comedy","After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
Dýrið,"Drama, Fantasy, Horror",A childless couple discovers a mysterious newborn on their farm in Iceland.
The League of Extraordinary Gentlemen,"Action, Adventure, Fantasy","In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission."
Beautiful Creatures,"Drama, Fantasy, Romance","Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town."
Monty Python and the Holy Grail,"Adventure, Comedy, Fantasy","King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
Gods of Egypt,"Action, Adventure, Drama","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
PAW Patrol: The Mighty Movie,"Animation, Action, Adventure","A magical meteor crash lands in Adventure City, and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups"
Akira,"Animation, Action, Drama","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics."
Zookeeper,"Comedy, Family, Fantasy","A group of zoo animals decide to break their code of silence in order to help their lovable zookeeper find love, without opting to leave his current job for something more illustrious."
Day Shift,"Action, Comedy, Fantasy","A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires."
Mad God,"Animation, Fantasy, Horror","The Assassin travels through a nightmare underworld of tortured souls, ruined cities and wretched monstrosities forged from the primordial horrors of the unconscious mind of Phil Tippett, the world's preeminent stop-motion animator."
Left Behind,"Action, Fantasy, Sci-Fi",A small group of survivors is left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.
The Last Airbender,"Action, Adventure, Family","Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom."
Wonderwell,"Drama, Family, Fantasy","A coming-of-age fairy tale set between modern-day Italy and an imaginary realm just beyond, Wonderwell follows Violet, a naive and inquisitive 12 year-old-girl, on a thrilling journey that transforms her world forever."
Brave,"Animation, Adventure, Comedy","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
Hocus Pocus,"Comedy, Family, Fantasy","A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century."
The Boss Baby,"Animation, Adventure, Comedy","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
Mandy,"Action, Fantasy, Horror","The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance."
Wish,"Animation, Adventure, Comedy",Wish will follow a young girl named Asha who wishes on a star and gets a more direct answer than she bargained for when a trouble-making star comes down from the sky to join her.
Ralph Breaks the Internet,"Animation, Adventure, Comedy","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure."
Treasure Planet,"Animation, Adventure, Family","In this science fiction rendering of the classic novel ""Treasure Island"", Jim Hawkins (Joseph Gordon-Levitt) is a rebellious teen seen by the world as an aimless slacker. After he receives ...See full summary»"
Tonari no Totoro,"Animation, Comedy, Family","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby."
What Happened to Monday,"Action, Crime, Fantasy","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
The Lord of the Rings: The War of the Rohirrim,"Animation, Action, Adventure","The untold story behind Helm's Deep, hundreds of years before the fateful war, telling the life and bloodsoaked times of its founder, Helm Hammerhand, the King of Rohan."
Freaky Friday,"Comedy, Family, Fantasy","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
How to Train Your Dragon: The Hidden World,"Animation, Action, Adventure","When Hiccup discovers Toothless isn't the only Night Fury, he must seek ""The Hidden World"", a secret Dragon Utopia before a hired tyrant named Grimmel finds it first."
The Emperor's New Groove,"Animation, Adventure, Comedy","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
Ghost Town,"Comedy, Drama, Fantasy","Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts."
How to Train Your Dragon 2,"Animation, Action, Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace."
Puss in Boots,"Animation, Adventure, Comedy","An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town."
Yesterday,"Comedy, Fantasy, Music",A struggling musician realizes he's the only person on Earth who can rememberThe Beatlesafter waking up in an alternate reality where they never existed.
Bridge to Terabithia,"Drama, Family, Fantasy",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.
Sleepy Hollow,"Fantasy, Horror, Mystery",Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.
Into the Woods,"Adventure, Comedy, Drama",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
Enchanted,"Animation, Adventure, Comedy","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer."
Splash,"Comedy, Fantasy, Romance","A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is."
Disenchanted,"Animation, Adventure, Comedy","Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process."
Onward,"Animation, Adventure, Comedy","In a magical world full of technological advances, elven brothers Ian and Barley Lightfoot set out on an adventure to resurrect their late father for a day."
The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Drama, Fantasy","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks."
Life of Pi,"Adventure, Drama, Fantasy","A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Reign of Fire,"Action, Adventure, Fantasy","A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet."
Barbarella,"Adventure, Comedy, Fantasy","Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy."
Mama,"Fantasy, Horror, Thriller","After a young couple take in their two nieces, they suspect that a supernatural spirit named Mama has latched onto their family."
Frozen II,"Animation, Adventure, Comedy","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
Elektra,"Action, Adventure, Crime","Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins."
Thor: The Dark World,"Action, Adventure, Fantasy","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster."
Enter the Void,"Drama, Fantasy","An American drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection."
Journey to the Center of the Earth,"Action, Adventure, Family","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth."
Hellboy,"Action, Adventure, Fantasy","Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge."
Cinderella,"Comedy, Family, Fantasy","A modern movie musical with a bold take on the classic fairy tale. Our ambitious heroine has big dreams and with the help of her fab Godmother, she perseveres to make them come true."
The Witcher: Nightmare of the Wolf,"Animation, Action, Adventure","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past."
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"Animation, Action, Adventure",All the Upper Rank Demons assemble at the Infinity Castle after Upper Six Demons' defeat.
The Twilight Saga: New Moon,"Adventure, Drama, Fantasy","Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black."
Mortal Kombat,"Action, Adventure, Fantasy",Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.
The Three Musketeers,"Action, Adventure, Fantasy",The hot-headed young D'Artagnan along with three former legendary but now down-on-their-luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.
The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian."
Dogma,"Adventure, Comedy, Drama",An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.
Home,"Animation, Adventure, Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference."
Pinocchio,"Adventure, Comedy, Drama","A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy."
Bedazzled,"Comedy, Fantasy","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul."
Warlock,"Action, Fantasy, Horror","A warlock flees from the 17th to the 20th century, with a witch-hunter in hot pursuit."
PAW Patrol: The Movie,"Animation, Action, Adventure",Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.
The Sea Beast,"Animation, Adventure, Comedy","When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters - and make history to boot."
The Wiz,"Adventure, Family, Fantasy","An adaptation of ""The Wizard of Oz"" that tries to capture the essence of the African-American experience."
Perfume: The Story of a Murderer,"Crime, Drama, Fantasy","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent."
La montaña sagrada,"Adventure, Drama, Fantasy","In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment."
Godzilla: King of the Monsters,"Action, Adventure, Fantasy","The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah."
Field of Dreams,"Drama, Family, Fantasy","Iowa farmer Ray Kinsella is inspired by a voice he can't ignore to pursue a dream he can hardly believe. Supported by his wife, Ray begins the quest by turning his ordinary cornfield into a place where dreams can come true."
Constantine 2,"Action, Fantasy, Horror","Reeves will reprise his role as supernatural exorcist and demonologist John Constantine, who in the original is dying but stays around to save his soul by keeping demons from hell from breaching earth."
Willow,"Action, Adventure, Drama",A young farmer is chosen to undertake a perilous journey in order to protect a special baby from an evil queen.
Trolls Band Together,"Animation, Adventure, Comedy","Poppy discovers that Branch was once part of a boy band, BroZone, with his brothers: Floyd, John Dory, Spruce, and Clay. But when Floyd is kidnapped, Branch and Poppy embark on a journey to reunite the other brothers and rescue Floyd."
A Series of Unfortunate Events,"Adventure, Comedy, Family","When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune."
Fantastic Four,"Action, Adventure, Fantasy","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom."
The Prince of Egypt,"Animation, Adventure, Drama",Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
Supergirl,"Action, Adventure, Fantasy","After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch."
The Cat in the Hat,"Adventure, Comedy, Family",Two bored children have their lives turned upside down when a talking cat comes to visit them.
Shallow Hal,"Comedy, Drama, Fantasy",A shallow man falls in love with a 300-pound woman because of her inner beauty.
The Fall,"Adventure, Drama, Fantasy","In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy",A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.
Gake no ue no Ponyo,"Animation, Adventure, Comedy","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
Samaritan,"Action, Drama, Fantasy",A young boy learns that a superhero who was thought to have died after an epic battle twenty-five years ago may in fact still be alive.
Marcel the Shell with Shoes On,"Animation, Comedy, Drama",Feature adaptation of the animated short film interviewing a mollusk named Marcel.
Thir13en Ghosts,"Fantasy, Horror","When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves his house, fortune, and his prized collection of ghosts."
1408,"Fantasy, Horror, Mystery","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror."
The Gift,"Drama, Fantasy, Horror",A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.
Tumbbad,"Drama, Fantasy, Horror",A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.
The Frighteners,"Comedy, Fantasy, Horror","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead."
Predators,"Action, Adventure, Fantasy",A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
Masters of the Universe,"Action, Adventure, Fantasy",The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.
Love and Monsters,"Action, Adventure, Comedy","Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex."
How the Grinch Stole Christmas,"Comedy, Family, Fantasy","On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town."
The Change-Up,"Comedy, Fantasy","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies."
Låt den rätte komma in,"Drama, Fantasy, Horror","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl."
Hotel Transylvania: Transformania,"Animation, Adventure, Comedy","After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment."
Chitty Chitty Bang Bang,"Adventure, Family, Fantasy","A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land."
17 Again,"Comedy, Drama, Fantasy",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.
The Mummy: Tomb of the Dragon Emperor,"Action, Adventure, Fantasy","In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago."
Journey 2: The Mysterious Island,"Action, Adventure, Comedy","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island."
Blade,"Action, Adventure, Fantasy",Plot is unknown at this time.
Fallen,"Drama, Fantasy, Romance","A young girl finds herself in a reform school after therapy since she was blamed for the death of a young boy. At the school she finds herself drawn to a fellow student, unaware that he is an angel, and has loved her for thousands of years."
Exodus: Gods and Kings,"Action, Adventure, Drama","The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues."
The Good Dinosaur,"Animation, Adventure, Comedy","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend."
What Dreams May Come,"Drama, Fantasy, Romance","Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her."
The Dark Tower,"Action, Adventure, Fantasy",A boy haunted by visions of a dark tower from a parallel reality teams up with the tower's disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates of Hell.
Gekijouban Jujutsu Kaisen 0,"Animation, Action, Fantasy","Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him."
The Nightmare Before Christmas,"Animation, Family, Fantasy","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
The Illusionist,"Drama, Fantasy, Mystery","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
Prince of Persia: The Sands of Time,"Action, Adventure, Fantasy",A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.
Conan the Destroyer,"Action, Adventure, Fantasy",Conan leads a ragtag group of adventurers on a quest for a princess.
Dragonball Evolution,"Action, Adventure, Fantasy","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power."
Pacific Rim: Uprising,"Action, Adventure, Fantasy","Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
We Can Be Heroes,"Action, Comedy, Drama","When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents and the planet."
Tom and Jerry,"Animation, Adventure, Comedy","A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives."
Hugo,"Adventure, Drama, Family","In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family","When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers."
Practical Magic,"Comedy, Drama, Fantasy","Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
Eraserhead,"Fantasy, Horror","Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
